Player,Team,Pos,season,target,Age,3PA,3P%,2P%,FT%,PF,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,USG%,DBPM,BPM,VORP,SOS,NRtg,Pace,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,potw_count,potm_count
Talen Horton-Tucker,LAL,SG,2022,0,21.0,3.0,0.269,0.492,0.8,2.5,10.0,0.503,0.338,0.232,6.9,14.9,1.9,1.7,19.2,-0.2,-3.3,-0.5,-0.03,-3.0,100.1,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,0,0
Taurean Prince,MIN,PF,2022,0,27.0,3.3,0.376,0.565,0.756,1.7,7.3,0.589,0.587,0.21,7.9,8.1,1.9,1.9,17.0,0.0,-0.9,0.3,-0.1,2.6,100.9,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,0,0
Terance Mann,LAC,SF,2022,0,25.0,2.6,0.365,0.535,0.78,2.2,10.8,0.572,0.301,0.238,9.7,13.1,1.2,0.8,16.0,0.2,-0.6,0.8,0.06,0.0,98.0,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,0,0
Terence Davis,SAC,SG,2022,0,24.0,5.0,0.329,0.542,0.818,2.3,10.4,0.543,0.558,0.165,9.5,11.9,2.2,1.8,25.6,-0.4,-0.9,0.2,0.2,-5.4,99.8,0.525,12.5,21.3,0.203,0.551,11.9,76.0,0.176,0,0
Terrence Ross,ORL,SG,2022,0,30.0,4.2,0.292,0.493,0.862,1.1,10.0,0.515,0.477,0.235,5.9,12.5,0.9,0.8,20.5,-1.1,-3.7,-0.6,0.33,-8.0,99.2,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,0,0
Terry Rozier,CHO,SG,2022,0,27.0,8.1,0.374,0.516,0.852,1.6,19.3,0.566,0.508,0.151,6.8,19.7,1.8,1.0,23.2,-0.7,1.7,2.3,0.09,0.4,100.0,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,0,0
Terry Taylor,IND,PF,2022,0,22.0,1.2,0.316,0.676,0.706,1.8,9.6,0.656,0.173,0.232,13.4,8.6,1.0,1.0,15.9,-2.8,-0.6,0.2,0.22,-3.5,98.0,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,0,0
Thaddeus Young,2TM,PF,2022,0,33.0,0.9,0.354,0.554,0.469,1.6,6.2,0.5495000000000001,0.36,0.227,13.1,17.7,3.1,2.0,17.4,2.1,2.2,0.9,-0.01,1.25,98.0,0.5185,11.05,26.05,0.1714999999999999,0.5335000000000001,13.25,75.35,0.1875,0,0
Thanasis Antetokounmpo,MIL,SF,2022,0,29.0,0.3,0.143,0.596,0.63,1.4,3.6,0.577,0.109,0.359,11.3,6.5,1.6,2.4,15.7,-0.1,-3.5,-0.2,-0.14,3.3,99.9,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,0,0
Theo Pinson,DAL,SF,2022,0,26.0,1.6,0.333,0.444,1.0,0.6,2.5,0.553,0.769,0.256,7.9,15.9,1.7,1.2,14.7,1.0,-0.5,0.1,-0.18,3.4,95.4,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,0,0
Thomas Bryant,WAS,C,2022,0,24.0,1.6,0.286,0.613,0.875,1.6,7.4,0.607,0.284,0.27,13.6,7.9,0.7,4.1,18.7,-0.7,-1.0,0.1,0.15,-3.4,97.0,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,0,0
Théo Maledon,OKC,PG,2022,0,20.0,2.9,0.293,0.449,0.79,1.3,7.1,0.5,0.473,0.315,7.4,18.5,1.7,1.1,20.3,-0.7,-4.4,-0.6,0.2,-8.2,98.6,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0
Tim Frazier,2TM,PG,2022,0,31.0,1.4,0.353,0.286,0.556,2.3,3.3,0.5545,0.402,0.242,4.8,22.5,0.7,0.4,13.3,-1.8,-8.6,-0.3,0.125,-2.9,97.65,0.5205,13.1,21.9,0.1865,0.526,12.0,76.85,0.184,0,0
Tim Hardaway Jr.,DAL,SG,2022,0,29.0,7.2,0.336,0.473,0.757,1.8,14.2,0.52,0.574,0.194,7.0,11.4,1.5,0.4,22.0,0.2,-0.2,0.6,-0.18,3.4,95.4,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,0,0
Timothé Luwawu-Cabarrot,ATL,SF,2022,0,26.0,2.3,0.361,0.469,0.854,1.5,4.4,0.556,0.656,0.22,6.6,7.7,1.3,0.8,14.3,-1.0,-3.3,-0.2,-0.01,1.6,97.7,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,0,0
Tobias Harris,PHI,PF,2022,0,29.0,3.8,0.367,0.525,0.842,2.2,17.2,0.566,0.269,0.198,10.9,15.9,0.9,1.5,21.7,-0.6,0.0,1.3,-0.04,2.7,96.2,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,0,0
Tomáš Satoranský,3TM,SG,2022,0,30.0,1.0,0.208,0.442,0.796,1.3,3.6,0.5603333333333333,0.3553333333333333,0.2453333333333333,7.7,27.0,1.6,0.5,12.6,-0.3,-3.7,-0.4,0.0666666666666666,-1.4333333333333331,98.06666666666666,0.5253333333333333,11.9,23.83333333333333,0.1903333333333333,0.536,11.933333333333332,76.73333333333333,0.1913333333333333,0,0
Tony Bradley,CHI,C,2022,0,24.0,0.0,0.0,0.585,0.655,1.1,3.0,0.6,0.0,0.236,19.1,6.7,0.9,5.2,13.6,0.2,-1.8,0.0,0.02,-0.4,98.3,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,0,0
Tony Snell,2TM,SG,2022,0,30.0,2.4,0.352,0.558,1.0,1.3,3.5,0.5535000000000001,0.3934999999999999,0.256,6.9,4.7,1.0,1.1,10.1,-0.8,-4.2,-0.5,0.24,-5.05,97.75,0.516,12.75,24.9,0.198,0.553,12.85,77.55000000000001,0.209,0,0
Torrey Craig,2TM,SF,2022,0,31.0,3.0,0.329,0.594,0.75,1.9,6.6,0.5725,0.3745,0.2299999999999999,10.7,7.6,1.4,2.0,14.3,-0.1,-1.8,0.1,-0.17,2.0,98.9,0.54,12.15,23.9,0.18,0.531,12.45,76.65,0.1995,0,0
Trae Young,ATL,PG,2022,3,23.0,8.0,0.382,0.512,0.904,1.7,28.4,0.603,0.395,0.358,5.9,46.7,1.3,0.2,34.4,-2.0,5.2,4.8,-0.01,1.6,97.7,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,1,0
Trayvon Palmer,DET,SG,2022,0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,5.0,-1.8,-15.0,-0.1,0.37,-7.8,98.4,0.494,12.6,23.4,0.194,0.541,13.1,75.6,0.226,0,0
Tre Jones,SAS,PG,2022,0,22.0,0.7,0.196,0.542,0.78,1.1,6.0,0.545,0.15,0.268,7.1,27.0,1.8,0.5,15.6,0.4,-0.5,0.4,-0.1,0.1,100.0,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,0,0
Tre Mann,OKC,PG,2022,0,20.0,4.5,0.36,0.421,0.793,1.7,10.4,0.501,0.463,0.139,6.4,10.7,1.7,0.8,22.0,-1.1,-4.4,-0.8,0.2,-8.2,98.6,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0
Tre Scott,CLE,SF,2022,0,25.0,0.5,0.0,0.6,0.0,1.0,3.0,0.5,0.167,0.0,10.1,0.0,4.5,8.1,24.1,1.8,-3.0,0.0,-0.08,2.2,96.1,0.538,13.2,24.0,0.198,0.52,12.3,76.5,0.172,0,0
Tremont Waters,2TM,PG,2022,0,24.0,3.0,0.222,0.4,0.0,1.3,3.3,0.5555,0.3655,0.243,4.3,18.2,5.0,0.0,15.5,0.1,-7.7,-0.1,0.1149999999999999,-0.5,96.5,0.521,11.55,24.65,0.187,0.532,12.55,76.25,0.2005,0,0
Trendon Watford,POR,SF,2022,0,21.0,0.8,0.237,0.581,0.755,2.4,7.6,0.59,0.142,0.352,12.6,14.6,1.4,3.2,17.6,-0.4,-1.7,0.1,0.33,-9.1,98.3,0.515,13.0,22.9,0.188,0.559,12.7,76.9,0.222,0,0
Trent Forrest,UTA,PG,2022,0,23.0,0.5,0.185,0.555,0.792,0.7,3.3,0.554,0.174,0.31,7.1,18.6,1.9,0.7,12.8,1.2,-1.0,0.2,-0.37,6.2,97.1,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,0,0
Trevelin Queen,HOU,SG,2022,0,24.0,2.4,0.375,0.667,1.0,0.6,4.3,0.619,0.727,0.121,11.9,8.8,3.2,1.2,23.9,-0.8,1.9,0.1,0.22,-8.3,100.9,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,0,0
Trevor Ariza,LAL,SF,2022,0,36.0,3.1,0.27,0.52,0.556,0.8,4.0,0.449,0.747,0.182,9.5,7.5,1.3,1.2,11.0,-0.2,-3.4,-0.2,-0.03,-3.0,100.1,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,0,0
Trey Burke,DAL,PG,2022,0,29.0,2.0,0.317,0.436,0.87,0.9,5.1,0.475,0.381,0.107,4.2,20.7,1.4,0.0,25.6,-1.4,-5.0,-0.3,-0.18,3.4,95.4,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,0,0
Trey Lyles,2TM,PF,2022,0,26.0,2.8,0.321,0.552,0.802,1.6,10.5,0.547,0.384,0.2565,13.4,9.0,0.9,1.9,20.7,-0.8,-0.3,0.7,0.285,-6.6,99.1,0.5095000000000001,12.55,22.35,0.1985,0.546,12.5,75.8,0.201,0,0
Trey Murphy III,NOP,SF,2022,0,21.0,3.0,0.382,0.418,0.882,1.0,5.4,0.558,0.671,0.184,9.4,6.2,1.3,0.8,15.7,-1.4,-1.2,0.2,0.15,-1.0,97.2,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,0,0
Tristan Thompson,3TM,C,2022,0,30.0,0.1,0.333,0.53,0.526,1.7,6.0,0.568,0.368,0.2503333333333333,17.7,5.5,1.2,2.0,17.5,-1.5,-3.1,-0.3,0.1466666666666667,-3.1,98.7,0.5323333333333333,12.333333333333334,22.399999999999995,0.196,0.548,11.9,76.83333333333333,0.1929999999999999,0,0
Troy Brown Jr.,CHI,SF,2022,0,22.0,2.0,0.353,0.488,0.769,0.9,4.3,0.525,0.516,0.101,10.8,8.2,1.7,0.4,12.3,-0.2,-1.8,0.1,0.02,-0.4,98.3,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,0,0
Ty Jerome,OKC,SG,2022,0,24.0,3.9,0.29,0.493,0.809,1.5,7.1,0.488,0.567,0.143,5.0,21.3,1.8,0.6,20.8,-0.2,-2.3,-0.1,0.2,-8.2,98.6,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0
Tyler Cook,CHI,PF,2022,0,24.0,0.0,0.0,0.605,0.656,1.4,3.4,0.643,0.0,0.842,14.9,2.0,1.0,1.7,13.0,-1.1,-4.1,-0.1,0.02,-0.4,98.3,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,0,0
Tyler Hall,NYK,SG,2022,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-8.5,0.0,0.11,-0.1,95.9,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,0,0
Tyler Herro,MIA,SG,2022,0,22.0,6.7,0.399,0.477,0.868,1.4,20.7,0.561,0.391,0.195,8.7,20.9,1.0,0.4,28.8,-0.9,0.7,1.5,-0.22,4.6,95.9,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,0,0
Tyler Johnson,2TM,PG,2022,0,29.0,2.2,0.385,0.143,0.0,1.2,2.8,0.567,0.3605,0.251,7.1,9.5,1.6,2.8,10.5,0.8,-3.0,0.0,-0.07,1.4,98.1,0.5305,11.35,21.9,0.199,0.528,12.1,75.94999999999999,0.184,0,0
Tyrell Terry,MEM,PG,2022,0,21.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2.5,-1.0,0.0,-0.32,5.6,100.3,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,0,0
Tyrese Haliburton,2TM,PG,2022,0,21.0,5.1,0.414,0.517,0.842,1.6,15.3,0.5625,0.386,0.2515,6.3,34.1,2.4,1.6,19.0,-0.1,2.6,3.1,0.21,-4.45,98.9,0.528,12.6,23.4,0.1935,0.5515000000000001,11.9,76.1,0.19,0,0
Tyrese Maxey,PHI,PG,2022,0,21.0,4.1,0.427,0.512,0.866,2.1,17.5,0.594,0.311,0.247,5.1,19.1,1.0,1.1,20.2,-0.7,0.6,1.8,-0.04,2.7,96.2,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,0,0
Tyrone Wallace,NOP,SG,2022,0,27.0,1.3,0.25,0.417,0.2,1.2,2.8,0.383,0.4,0.25,5.9,1.8,2.0,1.3,13.9,-0.6,-8.2,-0.1,0.15,-1.0,97.2,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,0,0
Tyus Jones,MEM,PG,2022,0,25.0,2.8,0.39,0.487,0.818,0.4,8.7,0.544,0.371,0.12,5.9,28.2,2.0,0.1,16.6,0.5,1.7,1.4,-0.32,5.6,100.3,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,0,0
Udoka Azubuike,UTA,C,2022,0,22.0,0.0,0.0,0.755,0.545,1.5,4.7,0.743,0.0,0.224,19.9,0.0,0.3,5.0,14.7,0.4,-1.4,0.0,-0.37,6.2,97.1,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,0,0
Udonis Haslem,MIA,C,2022,0,41.0,0.3,0.25,0.481,1.0,1.2,2.5,0.495,0.129,0.097,17.1,7.4,0.6,1.3,20.0,-0.7,-7.1,-0.1,-0.22,4.6,95.9,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,0,0
Usman Garuba,HOU,PF,2022,0,19.0,0.8,0.25,0.583,0.714,1.2,2.0,0.51,0.455,0.159,19.1,9.6,2.0,4.1,9.4,0.9,-0.9,0.1,0.22,-8.3,100.9,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,0,0
Vernon Carey Jr.,2TM,C,2022,0,20.0,0.0,0.0,0.538,0.462,0.6,2.9,0.57,0.387,0.243,14.8,0.0,2.2,1.9,21.6,-4.5,-7.5,-0.1,0.12,-1.5,98.5,0.538,11.85,22.1,0.185,0.5365,11.9,75.85,0.1945,0,0
Victor Oladipo,MIA,SG,2022,0,29.0,4.5,0.417,0.541,0.737,1.6,12.4,0.608,0.493,0.26,7.5,26.3,1.4,0.6,25.1,-0.5,1.3,0.1,-0.22,4.6,95.9,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,0,0
Vit Krejci,OKC,SG,2022,0,21.0,3.3,0.327,0.522,0.864,2.2,6.2,0.529,0.587,0.132,7.5,11.9,1.3,1.1,12.9,-1.0,-5.3,-0.6,0.2,-8.2,98.6,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0
Vlatko Čančar,DEN,PF,2022,0,24.0,0.8,0.583,0.552,0.643,1.2,4.1,0.657,0.293,0.341,9.8,13.2,0.6,1.5,14.0,-0.9,-1.7,0.0,-0.15,2.4,97.8,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,0,0
Wayne Ellington,LAL,SG,2022,0,34.0,4.9,0.389,0.615,0.818,1.0,6.7,0.593,0.89,0.046,5.1,5.0,1.4,0.5,13.8,-0.6,-1.4,0.1,-0.03,-3.0,100.1,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,0,0
Wayne Selden,NYK,SG,2022,0,27.0,0.7,0.5,0.0,0.5,0.3,1.7,0.434,0.5,1.0,2.8,7.2,0.0,0.0,13.3,-1.6,-5.9,0.0,0.11,-0.1,95.9,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,0,0
Wendell Carter Jr.,ORL,PF,2022,0,22.0,3.5,0.327,0.615,0.691,2.7,15.0,0.601,0.313,0.303,18.5,15.4,0.9,2.1,20.9,0.6,1.6,1.7,0.33,-8.0,99.2,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,0,0
Wenyen Gabriel,3TM,PF,2022,0,24.0,1.1,0.286,0.561,0.595,2.6,5.4,0.569,0.3793333333333333,0.243,14.5,5.6,0.7,2.7,17.4,-2.1,-5.9,-0.4,0.0233333333333333,-0.7333333333333334,99.03333333333336,0.536,12.6,21.866666666666664,0.1886666666666666,0.525,11.966666666666669,75.10000000000001,0.1866666666666666,0,0
Wes Iwundu,ATL,SF,2022,0,27.0,1.7,0.6,0.385,0.75,2.7,7.3,0.557,0.278,0.222,8.7,0.0,0.6,0.0,11.1,-2.7,-6.8,-0.1,-0.01,1.6,97.7,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,0,0
Wesley Matthews,MIL,SG,2022,0,35.0,3.2,0.338,0.54,0.786,1.8,5.1,0.536,0.714,0.127,4.9,4.6,1.1,0.8,10.7,-0.3,-3.3,-0.3,-0.14,3.3,99.9,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,0,0
Will Barton,DEN,SG,2022,0,31.0,6.1,0.365,0.504,0.803,1.6,14.7,0.548,0.48,0.142,8.3,17.6,1.2,1.2,20.8,-0.9,-0.5,0.9,-0.15,2.4,97.8,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,0,0
Willie Cauley-Stein,2TM,C,2022,0,28.0,0.1,0.5,0.455,0.5,1.0,1.7,0.575,0.4075,0.2654999999999999,12.2,7.5,1.7,1.5,10.6,1.1,-3.0,0.0,-0.11,3.05,95.8,0.536,11.65,20.700000000000003,0.212,0.5225,12.15,77.4,0.1885,0,0
Willy Hernangómez,NOP,C,2022,0,27.0,0.2,0.333,0.527,0.773,1.9,9.1,0.582,0.037,0.431,22.3,11.9,1.2,2.2,22.5,-1.5,0.2,0.5,0.15,-1.0,97.2,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,0,0
Xavier Moon,LAC,SG,2022,0,27.0,1.4,0.357,0.541,0.6,0.9,5.8,0.545,0.275,0.098,5.4,27.0,2.5,1.9,19.0,1.0,-0.1,0.1,0.06,0.0,98.0,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,0,0
Xavier Sneed,2TM,SF,2022,0,24.0,0.9,0.125,0.5,0.0,0.2,0.6,0.571,0.407,0.258,8.3,3.3,0.0,0.0,11.0,-3.7,-10.6,-0.1,-0.345,5.9,98.7,0.5385,11.95,27.7,0.194,0.522,12.1,78.05,0.1795,0,0
Xavier Tillman Sr.,MEM,PF,2022,0,23.0,0.9,0.204,0.527,0.648,1.2,4.8,0.51,0.227,0.329,12.0,11.6,3.3,1.9,16.4,1.8,0.7,0.5,-0.32,5.6,100.3,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,0,0
Yuta Watanabe,TOR,SF,2022,0,27.0,2.1,0.342,0.492,0.6,1.0,4.3,0.524,0.572,0.29,11.2,6.6,1.2,3.5,16.8,0.0,-2.0,0.0,0.08,2.4,96.0,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,0,0
Yves Pons,MEM,SF,2022,0,22.0,0.8,0.333,0.286,0.0,0.5,1.1,0.385,0.563,0.125,8.8,1.7,0.7,5.0,10.3,-1.7,-6.6,-0.1,-0.32,5.6,100.3,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,0,0
Zach Collins,SAS,C,2022,0,24.0,1.5,0.341,0.544,0.8,2.4,7.8,0.594,0.265,0.419,16.0,16.3,1.2,3.8,19.2,1.0,-0.2,0.2,-0.1,0.1,100.0,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,0,0
Zach LaVine,CHI,SG,2022,0,26.0,7.1,0.389,0.534,0.853,1.8,24.4,0.605,0.401,0.316,7.4,20.8,0.9,0.9,28.8,-1.5,2.4,2.6,0.02,-0.4,98.3,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,0,0
Zavier Simpson,OKC,PG,2022,0,24.0,2.0,0.125,0.409,1.0,3.8,11.0,0.406,0.154,0.096,6.2,25.2,1.4,2.1,15.9,-1.9,-7.9,-0.3,0.2,-8.2,98.6,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0
Zeke Nnaji,DEN,PF,2022,0,21.0,2.0,0.463,0.557,0.631,1.9,6.6,0.629,0.43,0.349,11.8,3.4,1.1,1.7,14.9,-1.6,-2.2,0.0,-0.15,2.4,97.8,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,0,0
Ziaire Williams,MEM,SF,2022,0,20.0,3.9,0.314,0.632,0.782,1.8,8.1,0.559,0.571,0.13,5.0,6.3,1.2,0.8,14.9,-0.6,-3.0,-0.3,-0.32,5.6,100.3,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,0,0
Zylan Cheatham,UTA,SF,2022,0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,26.1,-11.3,-30.6,0.0,-0.37,6.2,97.1,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,0,0
A.J. Green,MIL,SG,2023,0,23.0,3.0,0.419,0.45,1.0,0.9,4.4,0.607,0.84,0.032,6.8,8.7,0.8,0.0,16.6,-0.6,-0.9,0.1,-0.02,3.5,100.5,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,0,0
A.J. Lawson,2TM,SG,2023,0,22.0,1.7,0.4,0.632,0.25,0.7,3.7,0.5954999999999999,0.434,0.2845,11.3,3.0,0.9,0.0,21.1,-2.9,-4.4,-0.1,-0.2,0.0,98.8,0.5625,12.5,19.75,0.215,0.5445,12.6,74.9,0.2255,0,0
AJ Griffin,ATL,SF,2023,0,19.0,3.6,0.39,0.536,0.894,1.2,8.9,0.577,0.486,0.088,6.0,7.0,1.4,0.7,17.9,-0.5,-0.8,0.4,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
Aaron Gordon,DEN,PF,2023,0,27.0,2.5,0.347,0.628,0.608,1.9,16.3,0.617,0.227,0.413,12.5,14.2,1.3,2.2,21.1,-0.3,2.1,2.1,-0.29,3.4,98.1,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,0,0
Aaron Holiday,ATL,PG,2023,0,26.0,1.4,0.409,0.424,0.844,1.3,3.9,0.528,0.4,0.145,4.8,13.0,2.1,1.2,13.4,0.9,-2.0,0.0,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
Aaron Nesmith,IND,SF,2023,0,23.0,4.3,0.366,0.496,0.838,3.2,10.1,0.566,0.532,0.241,8.5,7.4,1.4,1.6,16.8,-0.7,-3.0,-0.4,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
Aaron Wiggins,OKC,SG,2023,0,24.0,1.7,0.393,0.573,0.831,1.6,6.8,0.607,0.336,0.196,8.7,8.3,1.4,1.1,14.5,-0.5,-2.1,0.0,-0.12,1.0,101.1,0.531,11.2,24.7,0.207,0.547,14.4,72.9,0.222,0,0
Admiral Schofield,ORL,PF,2023,0,25.0,2.0,0.324,0.646,0.913,1.6,4.2,0.587,0.607,0.189,7.8,9.6,0.9,1.1,14.1,-0.7,-2.9,-0.1,0.17,-2.6,99.3,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0
Al Horford,BOS,C,2023,0,36.0,5.2,0.446,0.539,0.714,1.9,9.8,0.631,0.678,0.044,11.1,13.2,0.8,2.7,11.9,1.7,3.3,2.5,-0.15,6.5,98.5,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,0,0
Alec Burks,DET,SG,2023,0,31.0,4.7,0.414,0.459,0.814,1.9,12.8,0.602,0.521,0.41,7.8,15.9,1.6,0.6,22.8,-0.5,1.2,0.9,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
Aleksej Pokusevski,OKC,PF,2023,0,21.0,3.1,0.365,0.483,0.629,1.7,8.1,0.522,0.418,0.141,12.2,12.4,1.4,5.7,18.3,1.0,0.0,0.3,-0.12,1.0,101.1,0.531,11.2,24.7,0.207,0.547,14.4,72.9,0.222,0,0
Alex Caruso,CHI,PG,2023,0,28.0,2.3,0.364,0.556,0.808,2.4,5.6,0.588,0.528,0.255,7.1,15.4,3.0,2.8,11.1,3.3,1.1,1.2,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Alex Len,SAC,C,2023,0,29.0,0.1,0.0,0.571,0.688,1.1,1.7,0.58,0.067,0.533,21.3,9.3,1.2,6.0,14.1,0.9,-4.0,-0.1,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
Alize Johnson,SAS,PF,2023,0,26.0,0.5,0.0,0.75,0.5,0.8,1.8,0.509,0.333,0.333,18.2,4.2,1.6,0.0,15.0,-1.7,-9.1,-0.1,0.22,-9.8,101.6,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,0,0
Alondes Williams,BRK,SG,2023,0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,17.7,-5.2,-26.5,0.0,0.18,0.9,98.3,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,0,0
Alperen Şengün,HOU,C,2023,0,20.0,0.8,0.333,0.57,0.715,3.4,14.8,0.599,0.071,0.36,17.1,21.0,1.6,3.2,21.4,0.4,1.4,1.9,0.24,-7.9,99.0,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,0,0
Amir Coffey,LAC,SF,2023,0,25.0,0.8,0.275,0.429,0.778,1.0,3.4,0.498,0.276,0.434,4.7,11.2,0.5,0.7,13.5,-0.7,-5.0,-0.5,-0.19,0.5,98.0,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,0,0
Andre Drummond,CHI,C,2023,0,29.0,0.0,0.0,0.613,0.536,1.7,6.0,0.606,0.011,0.456,29.6,5.7,2.6,3.1,21.0,0.5,-0.8,0.3,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Andre Iguodala,GSW,PF,2023,0,39.0,1.1,0.111,1.0,0.667,1.4,2.1,0.521,0.6,0.2,8.3,20.3,1.7,2.3,9.4,1.7,-2.5,0.0,-0.15,1.7,101.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,0,0
Andrew Nembhard,IND,SG,2023,0,23.0,3.5,0.35,0.504,0.79,2.4,9.5,0.528,0.408,0.096,5.3,22.4,1.6,0.5,16.1,-0.8,-3.2,-0.6,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
Andrew Wiggins,GSW,SF,2023,0,27.0,6.1,0.396,0.53,0.611,2.9,17.1,0.564,0.425,0.136,8.6,10.5,1.8,2.1,21.5,-0.4,-0.5,0.5,-0.15,1.7,101.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,0,0
Anfernee Simons,POR,SG,2023,0,23.0,9.1,0.377,0.528,0.894,2.3,21.1,0.581,0.538,0.171,4.3,18.6,0.9,0.6,25.1,-2.5,-1.1,0.5,0.05,-4.0,98.6,0.549,13.1,22.4,0.23,0.563,12.1,74.9,0.217,0,0
